,returns
2014-07-25,-0.015013996915957388
2014-07-28,-0.01009277074581061
2014-07-29,0.005275771370859041
2014-07-30,0.006091284872085952
2014-07-31,-0.005509520768432818
2014-08-01,-0.003841734512424878
2014-08-04,0.0110778563133585
2014-08-05,-0.010677560602379992
2014-08-06,0.01821518744215585
2014-08-07,-0.006591324101887342
2014-08-08,0.0032217360666881396
2014-08-11,-0.002834802045845816
2014-08-12,0.011212602991896666
2014-08-13,-0.0033088284639705328
2014-08-14,-0.0052154914395280754
2014-08-15,0.02446481144718269
2014-08-18,-0.0037654598710213857
2014-08-19,4.467992686307083e-05
2014-08-20,0.008612046309651887
2014-08-21,-0.012358808594848059
2014-08-22,-0.002865922663225608
2014-08-25,-0.005270830017245468
2014-08-26,0.0034428748518404084
2014-08-27,-0.004124188876760873
2014-08-28,-0.007042423258192418
2014-08-29,-0.0010864411198754345
2014-09-01,-0.007414469531394104
2014-09-02,0.0026091730925327326
2014-09-03,-2.583476982230418e-05
2014-09-04,0.012661928937730433
2014-09-05,-0.007653934907329751
2014-09-08,-2.731507188807056e-05
2014-09-09,0.003863687539429006
2014-09-10,-0.001602356927060217
2014-09-11,-0.0071894118224012996
2014-09-12,0.012869317521993925
2014-09-15,-0.005082878677623141
2014-09-16,0.004896851856963059
2014-09-17,0.0021065083548020428
2014-09-18,0.015888737075991543
2014-09-19,0.00363540150571882
2014-09-22,-0.01118809905105072
2014-09-23,-0.0074164643074301345
2014-09-24,0.01221634909903186
2014-09-25,-0.013150385940359553
2014-09-26,0.005354664891899165
2014-09-29,-0.01071407033849275
2014-09-30,-0.0052217664351364105
2014-10-01,0.001498101019586865
2014-10-02,0.01655151505828488
2014-10-03,0.009921956259745585
2014-10-06,-0.006469006867742228
2014-10-07,0.005905174242530792
2014-10-08,0.0016530130434984757
2014-10-09,-0.013013983615057526
2014-10-10,4.650366786863218e-05
2014-10-13,0.0001290718535158214
2014-10-14,0.006786062152970924
2014-10-15,0.010666718124894224
2014-10-16,0.0071229807093559725
2014-10-17,-0.0003430381517656217
2014-10-20,0.00377190901146597
2014-10-21,-0.018134180150708924
2014-10-22,-0.0007140234023750296
2014-10-23,-0.0034445087580148876
2014-10-24,-0.004537458789281684
2014-10-27,0.0020315356683421313
2014-10-28,-0.0008529042375167457
2014-10-29,0.004481404937432752
2014-10-30,0.009152723191458047
2014-10-31,-0.004553997569357783
2014-11-03,-0.020623775147314102
2014-11-04,0.013734353219448919
2014-11-05,0.0012111769509858886
2014-11-06,-0.003290824011242116
2014-11-07,-0.0026656463729579794
2014-11-10,0.0035058916389309296
2014-11-11,-0.0010796065194242546
2014-11-12,0.012185803292649912
2014-11-13,0.008571371286921434
2014-11-14,-0.008118145375461502
2014-11-17,-3.611324535066529e-05
2014-11-18,-0.0003255446841011992
2014-11-19,-9.381275836829197e-05
2014-11-20,-0.0043032986365714645
2014-11-21,0.005253316791666591
2014-11-24,0.0013861016565460582
2014-11-25,0.00939895407849757
2014-11-26,0.018073994813000663
2014-11-27,0.0011096249045405074
2014-11-28,0.0014251954185924994
2014-12-01,0.01135536305640843
2014-12-02,0.00024114960063539295
2014-12-03,-0.015657227978402077
2014-12-04,-0.0028029402567811878
2014-12-05,0.0027076189670749264
2014-12-08,0.0039083966493204236
2014-12-09,0.012707913917272119
2014-12-10,-0.0064610994458401605
2014-12-11,0.01627487047479752
2014-12-12,-0.008286361190436664
2014-12-15,-0.0033527398768875465
2014-12-16,-0.0001349821183444684
2014-12-17,0.0028976505478075206
2014-12-18,0.006726437786564237
2014-12-19,0.0017098084112332568
2014-12-22,-0.007792014830285448
2014-12-23,0.0025349491045837677
2014-12-24,0.0024822321979364645
2014-12-25,0.010390264391423485
2014-12-26,-0.001162609516312243
2014-12-29,0.0071634944876013285
2014-12-30,-0.007097821333535715
2014-12-31,-0.0037288126718699206
2015-01-01,0.011638383438243957
2015-01-02,-0.009652171757941431
2015-01-05,0.013374064487238602
2015-01-06,0.004058592205069617
2015-01-07,0.00036077089828125716
2015-01-08,0.008177038857165383
2015-01-09,-0.006052147279010649
2015-01-12,-0.010403235390931008
2015-01-13,-0.008787040773124463
2015-01-14,-0.0012241084691431046
2015-01-15,-0.022609885538204387
2015-01-16,0.008516463619201855
2015-01-19,0.000906460931753719
2015-01-20,-0.011295025480546306
2015-01-21,-0.0040272973553987365
2015-01-22,0.006186753991514788
2015-01-23,0.0033726204109746534
2015-01-26,0.006390615939595126
2015-01-27,0.002495993169923897
2015-01-28,-0.0068493615358289645
2015-01-29,0.01090078881071903
2015-01-30,-0.007808972111583899
2015-02-02,0.00868845922495082
2015-02-03,-0.0048789439797952685
2015-02-04,-7.047138613469357e-05
2015-02-05,-0.0016175154211037484
2015-02-06,-0.006679949102998014
2015-02-09,-0.014721792814275242
2015-02-10,-0.010927982405880122
2015-02-11,-0.0004641586628340421
2015-02-12,0.0055397384208870646
2015-02-13,0.005861487752170828
2015-02-16,0.015989526336121867
2015-02-17,0.00014965840021332244
2015-02-18,-0.005503370562933118
2015-02-19,-0.002550722743661712
2015-02-20,0.008018057387061444
2015-02-23,0.012958211766545779
2015-02-24,-0.003191312636665572
2015-02-25,-0.005451361937362811
2015-02-26,-0.0014280023522951115
2015-02-27,0.016886267323660227
2015-03-02,-0.0012071762587322025
2015-03-03,-0.0037260143836127316
2015-03-04,-0.006274731638529941
2015-03-05,0.01093554266036769
2015-03-06,0.004661199061742351
2015-03-09,0.012417955591120355
2015-03-10,0.0008243975793162618
2015-03-11,0.0033764918735286493
2015-03-12,1.8116684483903247e-05
2015-03-13,-0.0035504838887213206
2015-03-16,0.006514656193592755
2015-03-17,-0.0040648780533838035
2015-03-18,-0.01242409312057858
2015-03-19,-0.00032779031997075487
2015-03-20,-0.007258823681350378
2015-03-23,0.015270629049611108
2015-03-24,0.015432614347260475
2015-03-25,0.0008020060810612795
2015-03-26,0.005511875914789327
2015-03-27,-0.019755899645872686
2015-03-30,0.0008129707502652385
2015-03-31,-0.0012552261002456882
2015-04-01,0.011801961772622513
2015-04-02,0.01349907734650635
2015-04-03,-0.012049347341015752
2015-04-06,-0.0031072537656375377
2015-04-07,0.008817007793996657
2015-04-08,-0.0009768965619431295
2015-04-09,0.004979998255195515
2015-04-10,-0.006334615559405094
2015-04-13,0.015446427306945953
2015-04-14,0.005588184268553335
2015-04-15,-0.010503994166720676
2015-04-16,-0.005127649978276872
2015-04-17,-0.016398486096979064
2015-04-20,0.004999093468716227
2015-04-21,0.007838517946778069
2015-04-22,0.0005316444127454516
2015-04-23,-0.004637342363908836
2015-04-24,-0.007000566937388236
2015-04-27,0.0023277390902904727
2015-04-28,0.017898263863874952
2015-04-29,0.01300238749315555
2015-04-30,0.002648339437418425
2015-05-01,-0.008119183074542367
2015-05-04,0.001350635358576179
2015-05-05,0.003353586507974837
2015-05-06,0.0037148676711295783
2015-05-07,-0.0198218983098288
2015-05-08,0.010781936282983368
2015-05-11,-0.011214321362202948
2015-05-12,0.017601043763234625
2015-05-13,0.010539755175294376
2015-05-14,0.021178843805810702
2015-05-15,-0.004198061849234917
2015-05-18,-0.023868077268501358
2015-05-19,0.006600836090141493
2015-05-20,-0.01433914064281352
2015-05-21,0.011937767288571141
2015-05-22,0.012382554787725025
2015-05-25,0.020553993679759103
2015-05-26,0.017111553265051677
2015-05-27,-0.006259646294103375
2015-05-28,-0.011301683367448297
2015-05-29,-0.010215342963816468
2015-06-01,-0.002517006759891416
2015-06-02,-0.00562346442655116
2015-06-03,-0.0022772584797725714
2015-06-04,0.0026432214042617958
2015-06-05,-0.0048260866955867465
2015-06-08,-0.007894011429518882
2015-06-09,0.0003480896551135092
2015-06-10,0.00825544893067674
2015-06-11,0.014670811101403477
2015-06-12,-0.0012828247552104123
2015-06-15,-0.0007137201038580165
2015-06-16,0.008521437883721037
2015-06-17,0.001068035476853022
2015-06-18,0.010165877300470888
2015-06-19,0.0005026321369143667
2015-06-22,0.0006341492429565213
2015-06-23,0.009516074464801917
2015-06-24,-0.01542972488519605
2015-06-25,0.017480784059736115
2015-06-26,-0.006984308082726725
2015-06-29,0.010995355598763528
2015-06-30,0.004599389291195155
2015-07-01,0.006225599521983381
2015-07-02,7.38954333767887e-05
2015-07-03,-0.01105700770706784
2015-07-06,0.005762635781624193
2015-07-07,0.006434492617020033
2015-07-08,0.00036362325981999276
2015-07-09,-0.014851305365638095
2015-07-10,0.0019378554001003602
2015-07-13,-0.0011558466540316878
2015-07-14,-0.003761743474786799
2015-07-15,9.731101424644592e-05
2015-07-16,0.006373145377512318
2015-07-17,0.017698182592957048
2015-07-20,0.02002825180656584
2015-07-21,0.0006503323949397643
2015-07-22,0.020314725910253986
2015-07-23,-0.008047851791678008
2015-07-24,0.014496515445975588
2015-07-27,-0.00878721026890283
2015-07-28,0.0007503381748380412
2015-07-29,0.0005919332361303428
2015-07-30,0.0014036845758827914
2015-07-31,0.00811987491816071
2015-08-03,-0.007833573489826615
2015-08-04,0.01578451732256925
2015-08-05,0.011210283707566975
2015-08-06,0.010445811159109872
2015-08-07,0.007159300207512647
2015-08-10,-0.00165542907553341
2015-08-11,0.007311696932038277
2015-08-12,0.0021844502897556614
2015-08-13,-0.010610039995059366
2015-08-14,0.0013431069566226103
2015-08-17,-0.006712497275871167
2015-08-18,-0.00120525373653506
2015-08-19,0.00427307906093124
2015-08-20,-0.0022823096902941905
2015-08-21,-0.02051959349046004
2015-08-24,-0.005071341555784476
2015-08-25,0.006625262830752864
2015-08-26,0.0037064101271995662
2015-08-27,-0.006351304321274594
2015-08-28,0.0019613318145414505
2015-08-31,-0.00501814888826563
2015-09-01,-0.005125552373979331
2015-09-02,-0.00377945923579749
2015-09-03,0.0014557583996208214
2015-09-04,-0.009548537258823223
2015-09-07,-0.0008521341067047555
2015-09-08,0.0144007647430733
2015-09-09,0.0018821248486235536
2015-09-10,0.009657723848330142
2015-09-11,-0.0007137806808545409
2015-09-14,0.010769685705563217
2015-09-15,0.017828856705917277
2015-09-16,0.003892473966058482
2015-09-17,-0.015086768419881762
2015-09-18,0.001442028940768881
2015-09-21,0.014685047508427918
2015-09-22,-0.012826636797274834
2015-09-23,0.011884505222568693
2015-09-24,0.004611347683569524
2015-09-25,0.0018843033905293054
2015-09-28,0.019013646340473377
2015-09-29,-0.006827797326647135
2015-09-30,0.010348591819848652
2015-10-01,-0.003352022190146451
2015-10-02,0.0046285510404513305
2015-10-05,-0.0031502033580820864
2015-10-06,0.0053895796388265076
2015-10-07,0.006637522615514206
2015-10-08,-0.00410219171316774
2015-10-09,-0.005794683617404641
2015-10-12,0.006817300260979599
2015-10-13,-0.012771978954766275
2015-10-14,-0.017705316911295375
2015-10-15,0.0017045755575456375
2015-10-16,-0.0064540767558570545
2015-10-19,0.003473753335607059
2015-10-20,0.010678185213621114
2015-10-21,0.009901576600212255
2015-10-22,-0.0031031813726227157
2015-10-23,-0.00421599287517529
2015-10-26,0.011213756040798325
2015-10-27,-0.0048569040295160576
2015-10-28,0.02122853013964311
2015-10-29,0.009857355180045378
2015-10-30,-0.0068396633384148215
2015-11-02,-0.012136688646373258
2015-11-03,0.008995614959314118
2015-11-04,-0.013530947175607967
2015-11-05,0.006532695327009123
2015-11-06,-0.008960329471958005
2015-11-09,-0.0018325275932641394
2015-11-10,-0.005044641757401084
2015-11-11,0.004878033362865099
2015-11-12,-0.003499747143588577
2015-11-13,0.0060304578627851275
2015-11-16,0.0005869674318267237
2015-11-17,-0.004766546423594286
2015-11-18,0.009378828515917956
2015-11-19,-0.0015416895050316844
2015-11-20,-0.015135068369640833
2015-11-23,0.02363471691414269
2015-11-24,0.01664710092654781
2015-11-25,0.009019744236917222
2015-11-26,-0.008733811798241892
2015-11-27,0.004150177486335415
2015-11-30,-0.007437410781598732
2015-12-01,-0.004516221229645801
2015-12-02,0.0020505365225726878
2015-12-03,-0.00025343947100241117
2015-12-04,0.008005878902228475
2015-12-07,0.008227095033551294
2015-12-08,-0.020301018698380767
2015-12-09,-0.017101110031404472
2015-12-10,-0.0036141985837901264
2015-12-11,0.004294461733270505
2015-12-14,0.008230630008931445
2015-12-15,0.0010723877344983664
2015-12-16,0.00123492982261169
2015-12-17,0.015583008578269313
2015-12-18,-0.0036805267534800058
2015-12-21,0.010789649992448407
2015-12-22,-0.0006431478695262908
2015-12-23,-0.007590988336389999
2015-12-24,0.009945435855644301
2015-12-25,-0.0006520348165374853
2015-12-28,-0.0005988045058097095
2015-12-29,-0.002845989861757955
2015-12-30,0.0009946703466047933
2015-12-31,0.008725123438502356
2016-01-01,-0.0027734265139819593
2016-01-04,-0.0059867479736080255
2016-01-05,-0.007725713469603298
2016-01-06,0.009208926607995082
2016-01-07,0.01968586932846331
2016-01-08,-0.0011462397452199032
2016-01-11,0.0020012921468819922
2016-01-12,0.006324565810965466
2016-01-13,-0.004953910936597918
2016-01-14,0.006144743510176878
2016-01-15,-0.0040152523315946315
2016-01-18,0.0026835799963268346
2016-01-19,0.013290562966212916
2016-01-20,-0.004884442577484821
2016-01-21,0.0057670009289786835
2016-01-22,0.003978064969636048
2016-01-25,-0.0003839881207771804
2016-01-26,0.013303299010729288
2016-01-27,0.0033987268162934577
2016-01-28,0.014798019676017553
2016-01-29,0.006820995834946331
2016-02-01,0.010690883040674004
2016-02-02,-0.012601601170028313
2016-02-03,0.01688712700903554
2016-02-04,0.012544700550375432
2016-02-05,0.0007711172663476418
2016-02-08,0.0019610998293854796
2016-02-09,-0.015435637065503771
2016-02-10,-0.009349364225009853
2016-02-11,0.0015828905287257318
2016-02-12,-0.0034844918449632003
2016-02-15,0.00585315405260312
2016-02-16,0.0021038105654660414
2016-02-17,-0.0012203268701706613
2016-02-18,-0.0033024201184707544
2016-02-19,0.0032555457367007415
2016-02-22,0.005434739205741308
2016-02-23,0.015312970495144565
2016-02-24,0.009734152974372636
2016-02-25,-0.0064163268860691096
2016-02-26,-0.0012824350008861579
2016-02-29,0.004165653091274279
2016-03-01,-0.005678787622605701
2016-03-02,0.014735841064059101
2016-03-03,0.012727583347629705
2016-03-04,0.012058033416109884
2016-03-07,-0.010396499895846779
2016-03-08,0.008873709477453461
2016-03-09,0.004192011139794768
2016-03-10,-0.005598896833750156
2016-03-11,-0.002568718469641883
2016-03-14,0.004466126684702385
2016-03-15,-0.003943391339280546
2016-03-16,0.004143090670822385
2016-03-17,-0.002418995714125148
2016-03-18,-0.014366716298899188
2016-03-21,0.008493453902292997
2016-03-22,-0.0028128505584554446
2016-03-23,-0.005986350912710407
2016-03-24,-0.007207755780618951
2016-03-25,-0.004882560529702593
2016-03-28,-0.021351028516176773
2016-03-29,0.006594181570889527
2016-03-30,0.0014025960923837357
2016-03-31,0.006095333070978222
2016-04-01,0.0012197472029901095
2016-04-04,0.008085866437399336
2016-04-05,-0.006948322699005546
2016-04-06,-0.008240882214970695
2016-04-07,-0.00830108652269219
2016-04-08,0.018043917944781065
2016-04-11,-0.007678017316526429
2016-04-12,-0.0009989685059979606
2016-04-13,0.0023094394071857746
2016-04-14,0.003961324547270789
2016-04-15,0.0008345884880536701
2016-04-18,0.006006020729849232
2016-04-19,-0.01713784409687073
2016-04-20,-0.001553238561026804
2016-04-21,0.012291550529007966
2016-04-22,0.002521658873034759
2016-04-25,0.0008071124844968741
2016-04-26,0.005091323675370569
2016-04-27,0.01587071883068235
2016-04-28,-0.012991942583129627
2016-04-29,0.0049669698701614445
2016-05-02,0.0029957182915699185
2016-05-03,0.0031254980597075896
2016-05-04,-0.0034167750110749478
2016-05-05,0.011253952231111893
2016-05-06,-0.022747173242062144
2016-05-09,-0.011567242330381297
2016-05-10,0.0075125089134317705
2016-05-11,-0.0045878347822959804
2016-05-12,0.019500877670656537
2016-05-13,-0.005309081895860199
2016-05-16,-0.00956205062820008
2016-05-17,-0.008529971646337115
2016-05-18,0.01151945125976068
2016-05-19,-0.017456407407753734
2016-05-20,-0.010976266741551896
2016-05-23,0.011442188882261423
2016-05-24,0.010820727826898358
2016-05-25,0.021907699095583252
2016-05-26,0.0016739548773566225
2016-05-27,-0.0050540136291026124
2016-05-30,0.00835420953419701
2016-05-31,0.010983311020592617
2016-06-01,0.01391219839452305
2016-06-02,-0.008160427502985783
2016-06-03,0.004117721751830665
2016-06-06,0.0009621686128070195
2016-06-07,-0.005718716227582967
2016-06-08,-0.006841679464686248
2016-06-09,0.009900500038662927
2016-06-10,0.007990159225251531
2016-06-13,0.0006363471628639672
2016-06-14,0.0033565205720972264
2016-06-15,-0.0004585744749669514
2016-06-16,0.005198404729048859
2016-06-17,-0.027887302928954905
2016-06-20,0.010829638260045979
2016-06-21,-0.00033807215028734856
2016-06-22,-0.011839365828223558
2016-06-23,0.013517098126376727
2016-06-24,0.019569158525912563
2016-06-27,0.004698413276400486
2016-06-28,-0.01570676561570507
2016-06-29,0.013978285913144109
2016-06-30,-0.0018166001749675487
2016-07-01,0.005732830920667618
2016-07-04,0.011340650009305153
2016-07-05,-0.01448661118393548
2016-07-06,0.012928586137908203
2016-07-07,-0.011824736054572533
2016-07-08,0.0018147593332472438
2016-07-11,0.0031990924899043807
2016-07-12,-0.0019884414423308643
2016-07-13,0.008050154746999256
2016-07-14,0.0023403635918634587
2016-07-15,0.0034076053993636005
2016-07-18,-0.012555817547277533
2016-07-19,-0.006254513266387343
2016-07-20,-0.0038050293756679895
2016-07-21,0.0007507306535806382
2016-07-22,-0.005643554283541643
2016-07-25,0.005826259323524079
2016-07-26,0.005878297125804854
2016-07-27,-0.0029802389619943553
2016-07-28,-0.003078266503725324
2016-07-29,0.003328214476788778
2016-08-01,0.005470945769737212
2016-08-02,0.007279262329054753
2016-08-03,0.004073987715590549
2016-08-04,0.0020701020255362813
2016-08-05,0.010449214956642762
2016-08-08,-0.006525041610030738
2016-08-09,-0.00010042064911737415
2016-08-10,0.003785097158583422
2016-08-11,0.00887488699222452
2016-08-12,0.0007369802261434288
2016-08-15,0.010528355720510228
2016-08-16,-0.020305576613955004
2016-08-17,0.0016613555958992525
2016-08-18,0.002300314550532299
2016-08-19,-0.007931190968955453
2016-08-22,0.0012754237773742682
2016-08-23,-0.004935618115479111
2016-08-24,0.012519479357381295
2016-08-25,0.004824844513492182
2016-08-26,-0.0017873382287364552
2016-08-29,0.0055755385490896155
2016-08-30,0.004457815832936822
2016-08-31,-0.0009897145768021454
2016-09-01,0.0014267233983334003
2016-09-02,0.0005342447818412489
2016-09-05,0.009383113349336513
2016-09-06,-0.001234306945906916
2016-09-07,0.010125913632787286
2016-09-08,-0.0075006840725595665
2016-09-09,-0.0028281328061699543
2016-09-12,0.005891033961660417
2016-09-13,0.017030064615138216
2016-09-14,-0.006168980285183029
2016-09-15,-0.004590993314927887
2016-09-16,-0.002128591768431963
2016-09-19,0.004711758258603842
2016-09-20,0.011675240748478638
2016-09-21,-0.010298986772857703
2016-09-22,-0.0009072501661599702
2016-09-23,0.009318138507359764
2016-09-26,0.0006878516604842129
2016-09-27,-0.018091147301483715
2016-09-28,0.0043162024914010135
2016-09-29,-0.01099366200459298
2016-09-30,0.004404930047519665
2016-10-03,-0.012081675661546876
2016-10-04,-0.005198499421365209
2016-10-05,0.00952588747773718
2016-10-06,-0.004544479576748628
2016-10-07,0.010227007623748596
2016-10-10,-0.004704622531036602
2016-10-11,0.009689082445811577
2016-10-12,-0.0009171149265735201
2016-10-13,0.0022904073855894228
2016-10-14,0.011911285278075681
2016-10-17,0.01216162636853358
2016-10-18,-0.00115635204932542
2016-10-19,-0.007827634599645996
2016-10-20,0.0018135652150227531
2016-10-21,0.004315610058518257
2016-10-24,-0.003886915477850716
2016-10-25,-0.00852913029445325
2016-10-26,0.0016294238140831345
2016-10-27,-0.00596225369650609
2016-10-28,-0.011981664485934001
2016-10-31,0.01685901646961246
2016-11-01,0.008801371386564885
2016-11-02,0.018478057681195387
2016-11-03,0.004868967423709516
2016-11-04,0.008640861180129402
2016-11-07,-0.0034872371307633912
2016-11-08,-1.6831176063768953e-05
2016-11-09,0.004749254059545001
2016-11-10,0.0068703857899476825
2016-11-11,0.009016033622583288
2016-11-14,-0.020018149459190056
2016-11-15,-0.006534742733572274
2016-11-16,0.0037978680267430707
2016-11-17,-0.00048763075444721343
2016-11-18,-0.00438716846167284
2016-11-21,-0.0055209855402845835
2016-11-22,-0.00042627957954187727
2016-11-23,0.009108019805892984
2016-11-24,0.009007914443810015
2016-11-25,0.005310711983770919
2016-11-28,0.008319876450330057
2016-11-29,0.007270859683836612
2016-11-30,0.0026327635890781784
2016-12-01,-0.008035095805871964
2016-12-02,-0.010225117809264031
2016-12-05,0.007584993174519448
2016-12-06,0.0008266139392901139
2016-12-07,0.008619408271422341
2016-12-08,0.006256185114622563
2016-12-09,-0.004695540867586908
2016-12-12,-0.007159172955674364
2016-12-13,0.0067480939087371525
2016-12-14,0.002566591007143873
2016-12-15,-0.004127290102599202
2016-12-16,0.0004284683153168448
2016-12-19,-0.005497725061729
2016-12-20,-0.002093118098178356
2016-12-21,0.003070886381567727
2016-12-22,0.0002943267341612298
2016-12-23,0.008920649097706288
2016-12-26,0.008768520532327587
2016-12-27,0.008656453518110448
2016-12-28,0.0031232037838486073
2016-12-29,0.0001289188648447671
2016-12-30,0.01761646724145768
2017-01-02,-0.0129255763116521
2017-01-03,0.0065662657292842085
2017-01-04,0.004792971448267669
2017-01-05,-0.00627571666514479
2017-01-06,-0.011847371850428643
2017-01-09,0.0005402143834118495
2017-01-10,-0.0038954764415187974
2017-01-11,0.011180088855321098
2017-01-12,0.006336254220314543
2017-01-13,-0.004709551991197732
2017-01-16,0.004598723152848042
2017-01-17,0.005199109132197427
2017-01-18,-0.0037351507594570142
2017-01-19,0.0030457647498149656
2017-01-20,0.009597375281929922
2017-01-23,-0.025127179599998564
2017-01-24,-0.009879654825428238
2017-01-25,0.004997221767616166
2017-01-26,0.0012347593548876835
2017-01-27,-0.01322081258833367
2017-01-30,-0.0049898875702932164
2017-01-31,-0.0027677221209183728
2017-02-01,0.015618769430265992
2017-02-02,-0.004884314898040396
2017-02-03,0.0059240507647676174
2017-02-06,0.0008417133644923206
2017-02-07,0.0016835432806329655
2017-02-08,0.012241356967640522
2017-02-09,-0.013687287667836614
2017-02-10,-0.0013343270349879517
2017-02-13,-0.014417681275070954
2017-02-14,0.010811977037310804
2017-02-15,-0.0006442103541949161
2017-02-16,0.006750461336786137
2017-02-17,-0.00224821248178466
2017-02-20,0.007587851647323676
2017-02-21,-0.00190430057583226
2017-02-22,-0.008705661827746005
2017-02-23,0.0018345231508109347
2017-02-24,-0.0050636122920913245
2017-02-27,0.0036342825357632376
2017-02-28,-0.004079821913643884
2017-03-01,0.004998621080429025
2017-03-02,0.021700729589211504
2017-03-03,-0.003752887080587004
2017-03-06,-0.0017713352733601964
2017-03-07,0.008194509278794442
2017-03-08,-0.0008153400440353525
2017-03-09,-0.01730145483063062
2017-03-10,-0.010503680995983193
2017-03-13,-0.003296842396696361
2017-03-14,0.0011941129986564245
